item_id,file_name,size_bytes,sha256
en_com_tone_15,en_com_tone_15.wav,624044,a12f5988b510eb5d6375e95aa521ea7d2f1222703d734ac35f8f88f85ea5a709
en_com_tone_16,en_com_tone_16.wav,1507244,480e710cb6e0837f735c4947e00f70b7b1922c6b4cd07270b03cd5e493349bfe
en_com_tone_17,en_com_tone_17.wav,710444,32cbb656b3ed353c9d01d4ea0b399d197160880d528101d9764327578d94fea7
en_com_tone_18,en_com_tone_18.wav,1353644,72639de9ad01245557245a935efde29ccf8313795feefbd19fbca3fd66941091
en_com_tone_19,en_com_tone_19.wav,758444,7f7dd6feca1c49e9e10a38423105680eaa186d274611e4e48f13121d46ca4f5d
en_com_tone_20,en_com_tone_20.wav,1123244,af9bf5d061086a4c37809236c1a8170c1215771e24f634485d1128002b2f138c
en_com_tone_21,en_com_tone_21.wav,768044,365c48c04fae7d8eb5c3808c0a9cc05b98c7a8c368e6447d4b81c8eb471e57af
en_com_tone_22,en_com_tone_22.wav,988844,a3033635d544783ad1e9e9e8f8bccee33fbff01cef7ee31ff33af4aebb1249c0
en_com_tone_23,en_com_tone_23.wav,624044,e24b79c71fd84db3479258b0b75069ac81fa78efcc8f571a8238ce222ba354f9
en_com_tone_24,en_com_tone_24.wav,1228844,30a3d43dd9f61b2073080bf096db49edc615e53873cab852e0383879bdcc0a86
en_com_tone_25,en_com_tone_25.wav,672044,41a598a4369b9d7bed29a84b33f8a4b2372fbbe1556f126fea361907e82dd237
en_com_tone_26,en_com_tone_26.wav,1209644,929e642c6001b18f9eb95c692fd38f810deeb95604f8d6591df1773487757070
en_com_tone_27,en_com_tone_27.wav,604844,47ac286c1dfb2a88299c5658d85580297686ffd3824f7e1f7c35b39a11272ecb
en_com_tone_28,en_com_tone_28.wav,1180844,0457b82d24acaabae191f08bdd4ddefe28a24981c26620ee001ddb9696c7051c
en_com_tone_29,en_com_tone_29.wav,662444,444e9c1d1ce66be8e8f4bc90dfd774a4c397ddd57c4789baaf3c893226f183cb
en_com_tone_30,en_com_tone_30.wav,1305644,69979eea5ce492ae23e2287e49e8b9c551202a693f64663b9d503795c515281d
en_uncom_tone_1,en_uncom_tone_1.wav,566444,61a572862533fcbf0ef4c1063adc7a15b5845288e15607e1cd368ac7de15d118
en_uncom_tone_2,en_uncom_tone_2.wav,729644,4434f13002d9f3823fdb369dbb1def2599cbb02e1a9c40c7b73a157c909c5357
en_uncom_tone_3,en_uncom_tone_3.wav,633644,09f1ced9ab73bfc21da3fec039405039e15bd2792cc3d1102edb331adcc945af
en_uncom_tone_4,en_uncom_tone_4.wav,1094444,c3ac328a00ddf7253355fd4fab88fd323c7d3c95915a8b9062435c2adafd4129
en_uncom_tone_5,en_uncom_tone_5.wav,710444,4df4cc85d193ed71211a09d9577a0217a985d9952cb2258db7ab4a572811596e
en_uncom_tone_6,en_uncom_tone_6.wav,1219244,a54d558aa45158a208157e93fc6ada9d7f0cb8a32520ada9979d0c7615984448
en_uncom_tone_7,en_uncom_tone_7.wav,710444,761cac4d15c533ac22f5fdfa0789297f4902a150ddfa601112155b8fa132a935
en_uncom_tone_8,en_uncom_tone_8.wav,1152044,6817581d58cef4192bedda5af46ba6e3925a8d2a147daf4948578ce06c6946e7
en_uncom_tone_9,en_uncom_tone_9.wav,700844,3f8f08d4f807f16b04b500f26f05fe77f721bc74a8394bb105e5c22577a3aa85
en_uncom_tone_10,en_uncom_tone_10.wav,950444,b914942a08282ee14f7a0fd6d6de6c8c82aa8eab31c5346676098f52467ccedc
en_uncom_tone_11,en_uncom_tone_11.wav,691244,263a19b49e1ab8e9a7f60c5bf65823ad762896c45087fbdaaed1c1260954c6e6
en_uncom_tone_12,en_uncom_tone_12.wav,1056044,05d7d98482edff7dfb78b7f34ef6c8e9ddcf414ecc0d8751f5873b451474e3c2
en_uncom_tone_13,en_uncom_tone_13.wav,720044,dd83ed7b97f029a9a2e605bed7e69891edc23aac364c32749ed2d85079c6910a
en_uncom_tone_14,en_uncom_tone_14.wav,1248044,af7651641c617e2f8a86616409934402c5f0b40d6decd226a3271afb6af2d073
en_uncom_tone_15,en_uncom_tone_15.wav,691244,0cd3d935ef73dfd79c1387cb940c513df983377e9c7bc48a3e95ecda52199886
en_uncom_tone_16,en_uncom_tone_16.wav,1536044,4c8a24efd274c0b25a7f2c0a8675de0ecca9c467f3d4504e56e8f1be07845aa8
en_uncom_tone_17,en_uncom_tone_17.wav,739244,4bb83bd70489ef92b4c3ba5a1e98864e26aaa052068f76420633f4c6f3a87940
en_uncom_tone_18,en_uncom_tone_18.wav,1305644,5de25674f921d762b760aca9c1553bcbae602740fc0f44e160b199f6425c15ab
en_uncom_tone_19,en_uncom_tone_19.wav,768044,3dbc7da5decf4638e8a6688a018ac86ad36a46bfe813ef5b503fff9840cd2924
en_uncom_tone_20,en_uncom_tone_20.wav,1142444,657ac56c95a5fa9dff264e98ad5d3c7a70ec425af0bbbb6b28caa83e2781133a
en_uncom_tone_21,en_uncom_tone_21.wav,806444,7e911c6263b7cd59daaaa20143418bf89839b11fee0e91beda02d44a7138732f
en_uncom_tone_22,en_uncom_tone_22.wav,1190444,9cd69a55190662aae7c59da70ca8c53adc6952e521d2a022478adcd0496b7ea8
en_uncom_tone_23,en_uncom_tone_23.wav,614444,257e07322f1b9147a71eaa1b32f83b8ec74af0c5d93f91454dc94c7cb3e82c62
en_uncom_tone_24,en_uncom_tone_24.wav,1267244,2ab66d5393f310527d7187a4b5846ee6dfe1ece0d86782c3f20219d946afa998
en_uncom_tone_25,en_uncom_tone_25.wav,652844,c45d5dcb05166019d4e37be541842ab58474c50223c1466873cd67053e49304d
en_uncom_tone_26,en_uncom_tone_26.wav,1104044,b67e68e6b9509e03554b5cab30a98f883d57d11b5333de8af237d3b9a111cd22
en_uncom_tone_27,en_uncom_tone_27.wav,595244,cf050791af3ed8f92d20e41c45c034be677f6f21577ca5695d201fc1e335212d
en_uncom_tone_28,en_uncom_tone_28.wav,1161644,43e861cb9f57b5b40ba7135b8c95bdc68bd27ee1cc34e7d8d2612c08aae7cde1
en_uncom_tone_29,en_uncom_tone_29.wav,662444,c3865149d8149351be77dbbdcf0d15f59d1de7a19299569a707c083ddc13a8b6
en_uncom_tone_30,en_uncom_tone_30.wav,1161644,c841b928aefcbc3658aaf42ed000c9577635c9db73537762e803c4ee39f88384
en_com_slowspeech_1,en_com_slowspeech_1.wav,854444,88c5ac2df587f31cd11036eba55d1d33192401bd7fdb9327ac49632f3a4cb74f
en_com_slowspeech_2,en_com_slowspeech_2.wav,1123244,f3bbd4fc52e6d4e69c139f2014ec30c90d4b0a5cba9b73969a7708cc06d35074
en_com_slowspeech_3,en_com_slowspeech_3.wav,825644,b36c6a502c4b6f0421f5fc70bcc34748097a7b34e783d4ba899d63c47a497313
en_com_slowspeech_4,en_com_slowspeech_4.wav,1670444,202e7c4132a0f464269709ac7fa274e2d5bc3ac46f643cc3038c86db662f40e3
en_com_slowspeech_5,en_com_slowspeech_5.wav,1142444,a2137a35a3a9d570e7d385cae675b8f902ee349be81bd97fcba77a5654516582
en_com_slowspeech_6,en_com_slowspeech_6.wav,1526444,2d61c41d934fc6149765749560ba953d846edbf4d86c32abda6fb18a38030b66
en_com_slowspeech_7,en_com_slowspeech_7.wav,940844,50d12543a640170976668bd1a1733f1de873465d7043d2da2160196c78c6c672
en_com_slowspeech_8,en_com_slowspeech_8.wav,2092844,aa4e9688e7e893d4507d58b476887f658f23cf4770a6872185db595fa7eb2a7d
en_com_slowspeech_9,en_com_slowspeech_9.wav,873644,74fe60973dd3def897d2f6a0601c74fc2a1642dccf01a92329b1d7f063f44fd7
en_com_slowspeech_10,en_com_slowspeech_10.wav,1440044,e82afa8cab9d173e6de3d07605e4ae211ee6b1d3f305f58a5a9124b3a227bdc1
en_com_slowspeech_11,en_com_slowspeech_11.wav,1075244,85d9774662b1b730baff5e084c8b5980d1d8d9abbb13eae18757aaf0531dfb1c
en_com_slowspeech_12,en_com_slowspeech_12.wav,1526444,7454baf72e7ff5abffc6c16684463acdf81b58df87b82cc5f8285a5f1dd0787a
en_com_slowspeech_13,en_com_slowspeech_13.wav,816044,6552581b921f0263a46da9961355a96f7cd1eeb61dce358bb2f09d304f7630cc
en_com_slowspeech_14,en_com_slowspeech_14.wav,1900844,f7ff0c73287f62446f38125fd839a1b0ed76b1e159312d5efcc5d184f50b1f8a
en_com_slowspeech_15,en_com_slowspeech_15.wav,960044,6362d1097f01f1cb56b5b6b4e78a213725d8ce76cabc4207e5346a222e327db4
en_com_slowspeech_16,en_com_slowspeech_16.wav,1968044,cd48e66dcbe6b9de6960e6e7c51075306e85c56d80a91e7f26549f3a63f910c9
en_com_slowspeech_17,en_com_slowspeech_17.wav,1152044,625dc5e716a943a9af3721b56f3768e2bbb5e61abfcae6b36dc7def031d54ca2
en_com_slowspeech_18,en_com_slowspeech_18.wav,1852844,cb5498da0d8648b0faef84495fb803a15676eae55da92d9576d135689ee6bd16
en_com_slowspeech_19,en_com_slowspeech_19.wav,1200044,ac8fad2556c49473bac808902f7513f949621cecc884cfea7064eb47e22f0a26
en_com_slowspeech_20,en_com_slowspeech_20.wav,1795244,11e53ca02378f67dc694f6c89a99cfa560e744da21ac3f249d093dc3085666a9
en_com_slowspeech_21,en_com_slowspeech_21.wav,1142444,29c436035d0f3e893720621b084060893624cfa7889611ef56a3a79af54bbc21
en_com_slowspeech_22,en_com_slowspeech_22.wav,1459244,9ee049878d606d6cb67f920a4391fb15223c3b60fe6fde99c0b07f80086c24b0
en_com_slowspeech_23,en_com_slowspeech_23.wav,950444,2d263ffb20dd88440f1e0e084e782880b39d113b0ac4ed0d3a32ba834c503a21
en_com_slowspeech_24,en_com_slowspeech_24.wav,1718444,b91ddb8007c032ab491908fb53e2fa35a7467a8c652d3c513f26df6fe7e0ede5
en_com_slowspeech_25,en_com_slowspeech_25.wav,902444,0027cdf9be1b98471e67b3c5de877aac3502837293aae9aacebec228042346e7
en_com_slowspeech_26,en_com_slowspeech_26.wav,1574444,32a68f74cf499469037ea90947a31133764ce2185306b087dd03896d3532b52b
en_com_slowspeech_27,en_com_slowspeech_27.wav,940844,52d56ca34900f2ecbeab0f3aa8838b75bea0533560335228bff7aae52e29288b
en_com_slowspeech_28,en_com_slowspeech_28.wav,1641644,7088e11b4418e8fa66dee0330b85abe063be8cdf1b0f487d4b2d9411cc2a64d1
en_com_slowspeech_29,en_com_slowspeech_29.wav,931244,77794b268113e0917901493cba00e8db9186954389723f038eafcb080c4e7e40
en_com_slowspeech_30,en_com_slowspeech_30.wav,1574444,6aeccf667128d6b87255bbac75fddbbcff6cbc929fb0adc2d4728dafbc7a10d8
en_uncom_normal_1,en_uncom_normal_1.wav,441644,b2c223fcd483ff59eafbc02f6fe7c00e1cd34fadd6dcaf65a1d2bdbd0871f1da
en_uncom_normal_2,en_uncom_normal_2.wav,585644,2d14c7d2a71def92e79b36df1819e2ff41f0e12c5a21b23d21e3bd9f639ecdff
en_uncom_normal_3,en_uncom_normal_3.wav,547244,2aff8ef4b57fe47af36fd78290d58b52bdce0f1a0837ce06469b77b58feb55c5
en_uncom_normal_4,en_uncom_normal_4.wav,902444,526a7319ec743da2ecd10114093ffb83b560d5617b4cfda6bc595d04537257cb
en_uncom_normal_5,en_uncom_normal_5.wav,585644,70befb4709cd911248e300ba40f3fe4bf68e7b1d0d670c21043e21c914b4a00c
en_uncom_normal_6,en_uncom_normal_6.wav,931244,5720d0c8935bd73d5d148c64c80b5e970fc3eb9aff1d947dd35546f99af0a7e1
en_uncom_normal_7,en_uncom_normal_7.wav,595244,073090d0dbbd5ddc4fc2abf3b99840652d6e77758af4a8a96120f8263435a86c
en_uncom_normal_8,en_uncom_normal_8.wav,921644,848ca7971f9b5546968e1c1382bffbaf11c543c18b8d8b70a8174f9400fce387
en_uncom_normal_9,en_uncom_normal_9.wav,508844,470c33366217e4706682032655aca44a674ea7523ca18f25a76df53e78b8bf70
en_uncom_normal_10,en_uncom_normal_10.wav,796844,d9e573b31c4cef2bbf434f708da9d3ddafbb920cb966448c1a5eccef595861ed
en_uncom_normal_11,en_uncom_normal_11.wav,556844,5c3cfaec4e12b16a6341235d090e14ec1a577beec9bf848a6e56cb3f0f89f196
en_uncom_normal_12,en_uncom_normal_12.wav,940844,514883565e3c1f7a68b5754f1dbf7102cb281e3208e97524188673a6fcb5205e
en_uncom_normal_13,en_uncom_normal_13.wav,556844,df9e90e3baac8f4d0b930353e7d9c8a9b977d3d06b3e33e74726f34ec8981973
en_uncom_normal_14,en_uncom_normal_14.wav,969644,8e0f1750421c8190b4a5bbd95de339f7e0a6001bee23ae7b52f1f97cbb3eb7b3
en_uncom_normal_15,en_uncom_normal_15.wav,470444,5a7e92834fda7a0e755a63cdb1e815960369e0befcb979e9bd662cfab376f32f
en_uncom_normal_16,en_uncom_normal_16.wav,1555244,7a14f9ce3021549b06256d29cb5846fc4142063a1566d1f9fa184fe9754b575f
en_uncom_normal_17,en_uncom_normal_17.wav,921644,524edf110d97b3a5acfe8c658c0eff652a6c5fe0dbc0004817d1fcca63c689bd
en_uncom_normal_18,en_uncom_normal_18.wav,1324844,d6a3f7b5e1a896e822537b6bd6c14d0ce9c5e950ad17c0456e4ae0784ff109ab
en_uncom_normal_19,en_uncom_normal_19.wav,825644,cbfee032c150c36e6cce0df398cc4f096e8bd607c958aebfee7a1e3497fd9e0f
en_uncom_normal_20,en_uncom_normal_20.wav,1190444,444bb655a4e6dc0a09a4878cea9d9341ad053fafc34ebf14cccb82e5410d81d4
en_uncom_normal_21,en_uncom_normal_21.wav,854444,12531c42dc81377f7b5e0088a32e84ee622ab3e89d7dd5544df9e82f03ff484b
en_uncom_normal_22,en_uncom_normal_22.wav,1142444,ca1ba56db468e3f541ae4dd48b9ef3f38c5353000af435020c323443b3ae8edc
en_uncom_normal_23,en_uncom_normal_23.wav,720044,90af97a1e1e3c0268033121afd1837c8c5c5b16ce33189a108e1aebb9f32614b
en_uncom_normal_24,en_uncom_normal_24.wav,1324844,d28df84a878b252ccf3f3672fcfbe13e2b5e22c61e36abbc79806d9d0293f435
en_uncom_normal_25,en_uncom_normal_25.wav,652844,7b1df34373daef4e8bb9bdff0a23eda43f6f9b31fab43d142f242611f5548c34
en_uncom_normal_26,en_uncom_normal_26.wav,1104044,9bee7917e5042dc0c58fe64e2b49731d127714c51db476e5d4274b6ca332226b
en_uncom_normal_27,en_uncom_normal_27.wav,652844,78e353ea2a9bfe8b60fc49503f800454fbe48b857a71c034d1f5eba47c28926e
en_uncom_normal_28,en_uncom_normal_28.wav,1171244,1315a52af80c428c3edb478149369ce55b35c291adcb48166309d27eedb9844d
en_uncom_normal_29,en_uncom_normal_29.wav,729644,6968b1660cce9cdcbcd24a3a4db803270936031a9bf1ab95cd004d66c82099cd
en_uncom_normal_30,en_uncom_normal_30.wav,1142444,79a9717d9f582f4cc57a00355c8a632ea49133bbe288f54e1519956050c96b49
en_uncom_slowspeech_1,en_uncom_slowspeech_1.wav,864044,61ae3163f4fa85c9d689e33e3dac61a08824e746fae1c24bb36b8c863d8511c6
en_uncom_slowspeech_2,en_uncom_slowspeech_2.wav,979244,79e891c1ef98ec6487a53c00d6e83e2573829de8449086d14885f41e30f1212a
en_uncom_slowspeech_3,en_uncom_slowspeech_3.wav,873644,a8e02f10e9431ac4dcad9997d3f113363dff9b6f1e8a9ba956888b82e82d7766
en_uncom_slowspeech_4,en_uncom_slowspeech_4.wav,1660844,7ca8a2fe006d7f0594053294ea75ec2f09b651ab46b69338dc0e8253decc3c31
en_uncom_slowspeech_5,en_uncom_slowspeech_5.wav,883244,2f46dfee8c2a2f9546f5795ecd286e42e070935d8dca0bfbc52fb56c53d2930a
en_uncom_slowspeech_6,en_uncom_slowspeech_6.wav,1584044,4e23cbcd1e8e9d40c00fbd31e3457a22aee36f1dff7d4a86c85964748c2ddbd1
en_uncom_slowspeech_7,en_uncom_slowspeech_7.wav,960044,8b946b2639ddc19ffb69ee9e841c0691345b6ee459ec020ff96cdc47eb982c7a
en_uncom_slowspeech_8,en_uncom_slowspeech_8.wav,1603244,524e6b8e989a8b4fa57603122bfbeffb097c1f19ee3c325d47434c1f0f1f77d4
en_uncom_slowspeech_9,en_uncom_slowspeech_9.wav,796844,c5c5fbead5fe8f10f5b3a84f876308909813317df5a12dc0fbc2dfabbc33a240
en_uncom_slowspeech_10,en_uncom_slowspeech_10.wav,1766444,ae69d99302e458e59c7e5b277e58a5d09cec3e434b49b255a8e721a1150f1586
en_uncom_slowspeech_11,en_uncom_slowspeech_11.wav,969644,e1965b76da6efb789c04f24b1588c89bce983cf6671c2710d4b2f04ce2b6b953
en_uncom_slowspeech_12,en_uncom_slowspeech_12.wav,1843244,b78da843395004cc0a673cae1063959ffb8e9370c13043039cee0fd0377955eb
en_uncom_slowspeech_13,en_uncom_slowspeech_13.wav,921644,116128966cbde6e6fb4efdb158c1280c6920c000077d766437603c07b178c549
en_uncom_slowspeech_14,en_uncom_slowspeech_14.wav,1833644,08e7b3b722bdf08976458042cb0f8455690a0db86d5d9ed14bf37ca2c1c06ec7
en_uncom_slowspeech_15,en_uncom_slowspeech_15.wav,1008044,77fbda5b7d20abe9a8d55452845a9930a6a50d10ccbe0dabfee9465344a76f76
en_uncom_slowspeech_16,en_uncom_slowspeech_16.wav,2006444,5d654e543a3ade2aafa656dc1ac327203313881ecee4d8ac5d2cca333d4189bd
en_uncom_slowspeech_17,en_uncom_slowspeech_17.wav,1104044,0ccc41d8ed9d0a19f4885150e0cf5969e790ff1946329e2e0e70cda02b348784
en_uncom_slowspeech_18,en_uncom_slowspeech_18.wav,1929644,a0c5153bd6ec5c7781bbd74f2bf05a7f85447201e5cc85b413e546518881a8b2
en_uncom_slowspeech_19,en_uncom_slowspeech_19.wav,1113644,d6359ffe19135e6dfcb826ce4bb08e40658e59a905f2e72443e7a6f32bce3388
en_uncom_slowspeech_20,en_uncom_slowspeech_20.wav,1670444,3ae0c9db18a125c8dea54452531034e519f00167a88dcf61e318bfc54677b4d5
en_uncom_slowspeech_21,en_uncom_slowspeech_21.wav,1190444,25b1566fc3fd6957d35a4bf469ad177f7080f746ba63beacc5c2b0b7524c3df4
en_uncom_slowspeech_22,en_uncom_slowspeech_22.wav,1651244,90d43f43a33a7cb5aba25d708324279df3121f284fe535a2b06d867eaa407fef
en_uncom_slowspeech_23,en_uncom_slowspeech_23.wav,1027244,e449a2101021acb608c4a64128bb9a5547aa3236a15491b88f4abf4e4dc22039
en_uncom_slowspeech_24,en_uncom_slowspeech_24.wav,1987244,340b6d954cad59069e006b42a09f6f4553a5116bf76cb135692270ae6504e961
